Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1637585283.587128,1637585283.594579,72,7.451057434082031,falcon512,100,drop,OLKUjcFgTW.pcap,6,5,6637,1329,10,5,6521,983,,0.3,0,0,
1637585284.613057,1637585284.620687,73,7.630109786987305,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6903,1329,12,5,6661,983,,1.0,0,0,
1637585285.646065,1637585285.654267,74,8.202075958251953,falcon512,100,drop,OLKUjcFgTW.pcap,7,5,6718,1329,10,5,6560,983,,1.5,0,0,
1637585286.684625,1637585286.693894,75,9.268999099731445,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6905,1329,12,5,6663,983,,1.0,0,0,
1637585287.725771,1637585287.735164,76,9.392976760864258,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6808,1329,12,5,6608,983,,2.0,0,0,
1637585288.763835,1637585288.773965,77,10.129928588867188,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6820,1329,12,5,6620,983,,1.5,0,0,
1637585289.795739,1637585289.80433,78,8.591175079345703,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6903,1329,12,5,6661,983,,0.8,0,0,
1637585290.836727,1637585290.848326,79,11.599063873291016,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6811,1329,12,5,6611,983,,0.8,0,0,
1637585291.895513,1637585291.904497,80,8.983850479125977,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6817,1329,12,5,6617,983,,3.6,0,0,
1637585292.936326,1637585292.943907,81,7.580995559692383,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6907,1329,12,5,6665,983,,1.3,0,0,
1637585293.96832,1637585293.977637,82,9.317159652709961,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6809,1329,12,5,6609,983,,0.3,0,0,
1637585295.016628,1637585295.027258,83,10.629892349243164,falcon512,100,drop,OLKUjcFgTW.pcap,6,5,6636,1329,10,5,6520,983,,2.0,0,0,
1637585296.0587,1637585296.066928,84,8.227825164794922,falcon512,100,drop,OLKUjcFgTW.pcap,10,7,7045,1472,14,7,6758,1045,,1.7,0,0,
1637585297.089721,1637585297.098045,85,8.324146270751953,falcon512,100,drop,OLKUjcFgTW.pcap,6,5,6636,1329,10,5,6520,983,,0.5,0,0,
1637585298.119756,1637585298.127793,86,8.037090301513672,falcon512,100,drop,OLKUjcFgTW.pcap,9,6,6894,1403,12,6,6652,1015,,0.5,0,0,
1637585299.154742,1637585299.168025,87,13.283014297485352,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6814,1329,12,5,6614,983,,1.7,0,0,
1637585300.20122,1637585300.211108,88,9.887933731079102,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6808,1329,12,5,6608,983,,0.8,0,0,
1637585301.241472,1637585301.252111,89,10.638952255249023,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6907,1329,12,5,6665,983,,2.0,0,0,
1637585302.327308,1637585302.334987,90,7.678985595703125,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6905,1329,12,5,6663,983,,4.1,0,0,
1637585303.355579,1637585303.366253,91,10.673999786376953,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6905,1329,12,5,6663,983,,0.8,0,0,
1637585304.386818,1637585304.395589,92,8.771181106567383,falcon512,100,drop,OLKUjcFgTW.pcap,8,6,6867,1400,12,6,6664,1015,,1.0,0,0,
1637585305.431639,1637585305.440399,93,8.75997543334961,falcon512,100,drop,OLKUjcFgTW.pcap,6,5,6641,1329,10,5,6525,983,,1.0,0,0,
1637585306.470235,1637585306.486898,94,16.6628360748291,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6907,1329,12,5,6665,983,,1.5,0,0,
1637585307.5197,1637585307.530144,95,10.443925857543945,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6953,1326,13,5,6708,983,,0.8,0,0,
1637585308.564317,1637585308.572221,96,7.904052734375,falcon512,100,drop,OLKUjcFgTW.pcap,9,5,6899,1329,12,5,6657,983,,1.0,0,0,
1637585309.59943,1637585309.608267,97,8.836984634399414,falcon512,100,drop,OLKUjcFgTW.pcap,10,5,7049,1329,14,5,6765,983,,1.0,0,0,
1637585310.632627,1637585310.641407,98,8.78000259399414,falcon512,100,drop,OLKUjcFgTW.pcap,8,5,6818,1329,12,5,6618,983,,0.8,0,0,
