Timestamp,Timestamp (Seconds),Algorithm,Num Samples,Experiment Type,Type Value,Packet Num,Is Handshake Packet,Num Connections,Num Successful Connections,Total Bytes,QUIC Bytes,Layers,Long Packet Type,Frame,Frame Type,Long/Short,Round Trip Type,
2021-11-16 15:02:36.698345,1637074956.698345,falcon512,10,delay,100ms,67,False,5,4,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:36.698347,1637074956.698347,falcon512,10,delay,100ms,68,False,5,4,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:37.736077,1637074957.736077,falcon512,10,delay,100ms,71,True,6,5,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:37.741605,1637074957.741605,falcon512,10,delay,100ms,72,True,6,5,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:37.741608,1637074957.741608,falcon512,10,delay,100ms,73,True,6,5,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:37.844914,1637074957.844914,falcon512,10,delay,100ms,74,True,6,5,1242,1153 47,ETH IP UDP QUIC QUIC,Initial Handshake,ACK,ACK,long long
2021-11-16 15:02:37.845540,1637074957.84554,falcon512,10,delay,100ms,75,True,6,5,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:37.845541,1637074957.845541,falcon512,10,delay,100ms,76,True,6,5,271,182 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:37.947195,1637074957.947195,falcon512,10,delay,100ms,77,False,6,5,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:37.948233,1637074957.948233,falcon512,10,delay,100ms,78,False,6,5,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:37.948234,1637074957.948234,falcon512,10,delay,100ms,79,False,6,5,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:38.049455,1637074958.049455,falcon512,10,delay,100ms,80,False,6,5,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:38.049460,1637074958.04946,falcon512,10,delay,100ms,81,False,6,5,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:39.094899,1637074959.094899,falcon512,10,delay,100ms,84,True,7,6,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:39.100148,1637074959.100148,falcon512,10,delay,100ms,85,True,7,6,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:39.100149,1637074959.100149,falcon512,10,delay,100ms,86,True,7,6,1294,1252,ETH IP UDP QUIC,Handshake,,,long
